time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Any other White background,Academic,Level 3,11615,11330,10813,10620,10071,93.095,91.433,88.888
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Any other White background,Academic,Level 3,11479,11347,10895,10801,10534,94.912,94.094,92.835
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Academic,Level 3,12769,12703,12215,12110,11986,95.661,94.839,94.356
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Academic,Level 3,13966,13846,13204,13077,12893,94.544,93.635,93.117
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Any other White background,Academic,Level 3,15135,15017,14234,14135,13922,94.047,93.393,92.708
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Gypsy Roma,Academic,Level 3,49,49,39,37,35,79.592,75.51,71.429
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Gypsy Roma,Academic,Level 3,52,51,40,39,37,76.923,75,72.549
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Academic,Level 3,75,75,63,62,61,84,82.667,81.333
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Academic,Level 3,70,70,59,57,58,84.286,81.429,82.857
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Gypsy Roma,Academic,Level 3,68,68,60,58,58,88.235,85.294,85.294
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - Traveller of Irish Heritage,Academic,Level 3,9,9,7,7,7,77.778,77.778,77.778
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - Traveller of Irish Heritage,Academic,Level 3,19,19,17,17,17,89.474,89.474,89.474
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Academic,Level 3,22,22,20,19,20,90.909,86.364,90.909
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Academic,Level 3,22,22,19,19,19,86.364,86.364,86.364
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - Traveller of Irish Heritage,Academic,Level 3,24,24,21,20,19,87.5,83.333,79.167
201920,Academic year,National,E92000001,England,Final,Ethnicity,Any other ethnic group,Academic,Level 3,4261,4157,3935,3846,3655,92.349,90.261,87.924
202021,Academic year,National,E92000001,England,Final,Ethnicity,Any other ethnic group,Academic,Level 3,4394,4339,4163,4120,4001,94.743,93.764,92.21
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Academic,Level 3,4812,4783,4624,4582,4534,96.093,95.22,94.794
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Academic,Level 3,5220,5172,4959,4912,4848,95,94.1,93.735
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Any other ethnic group,Academic,Level 3,5664,5608,5290,5242,5156,93.397,92.549,91.94
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British,Academic,Level 3,31665,31183,29924,29495,28357,94.502,93.147,90.937
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British,Academic,Level 3,31812,31479,30503,30340,29696,95.885,95.373,94.336
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Academic,Level 3,32912,32771,31997,31841,31578,97.22,96.746,96.36
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Academic,Level 3,35584,35397,34153,33895,33571,95.979,95.253,94.841
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British,Academic,Level 3,37524,37250,35836,35609,35176,95.502,94.897,94.432
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Any other Asian background,Academic,Level 3,5583,5495,5319,5222,5040,95.271,93.534,91.72
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Any other Asian background,Academic,Level 3,5732,5682,5530,5501,5397,96.476,95.97,94.984
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Academic,Level 3,6134,6108,5974,5944,5888,97.392,96.903,96.398
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Academic,Level 3,6613,6590,6378,6318,6267,96.446,95.539,95.099
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Academic,Level 3,6906,6867,6596,6549,6477,95.511,94.831,94.321
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Academic,Level 3,5122,5057,4808,4709,4524,93.87,91.937,89.46
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Academic,Level 3,5095,4965,4834,4805,4625,94.877,94.308,93.152
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Academic,Level 3,5301,5281,5145,5103,5056,97.057,96.265,95.739
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Academic,Level 3,5496,5476,5259,5214,5176,95.688,94.869,94.522
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Academic,Level 3,5778,5718,5496,5455,5369,95.119,94.41,93.896
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Academic,Level 3,1454,1436,1405,1391,1349,96.63,95.667,93.942
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Academic,Level 3,1474,1456,1447,1444,1414,98.168,97.965,97.115
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Academic,Level 3,1482,1476,1459,1456,1444,98.448,98.246,97.832
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Academic,Level 3,1638,1629,1576,1569,1560,96.215,95.788,95.764
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Academic,Level 3,1839,1826,1766,1763,1744,96.03,95.867,95.509
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Academic,Level 3,9348,9214,8948,8884,8636,95.721,95.036,93.727
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Academic,Level 3,9687,9632,9424,9386,9264,97.285,96.893,96.179
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Academic,Level 3,10174,10134,9988,9957,9905,98.172,97.867,97.74
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Academic,Level 3,10924,10879,10637,10589,10530,97.373,96.933,96.792
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Academic,Level 3,11654,11583,11298,11256,11155,96.945,96.585,96.305
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Academic,Level 3,8808,8676,6537,5926,5169,74.217,67.28,59.578
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Academic,Level 3,6763,6709,5311,5032,4742,78.53,74.405,70.681
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Academic,Level 3,4358,4338,3126,2887,2726,71.73,66.246,62.84
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Academic,Level 3,3342,3327,2383,2205,2107,71.305,65.978,63.33
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Academic,Level 3,3887,3878,2824,2664,2583,72.652,68.536,66.606
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Academic,Level 3,164163,160846,149215,146562,139783,90.894,89.278,86.905
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Academic,Level 3,154753,153692,144081,142820,140034,93.104,92.289,91.113
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Academic,Level 3,140828,140065,131962,130713,129046,93.704,92.817,92.133
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Academic,Level 3,138352,137620,126169,124500,123080,91.194,89.988,89.435
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Academic,Level 3,149475,148803,134281,132871,131168,89.835,88.892,88.149
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Academic,Level 3,54176,53222,53408,53249,52139,98.582,98.289,97.965
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Academic,Level 3,58751,58142,57977,57895,57141,98.683,98.543,98.278
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Academic,Level 3,81138,80724,80214,80090,79582,98.861,98.708,98.585
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Academic,Level 3,93660,93143,91717,91437,90846,97.925,97.627,97.534
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Academic,Level 3,87177,86585,84841,84569,83751,97.32,97.008,96.727
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Academic,Level 3,3592,3420,3194,2989,2456,88.92,83.213,71.813
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Academic,Level 3,3257,3132,2895,2711,2336,88.885,83.236,74.585
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Academic,Level 3,3129,3038,2785,2609,2317,89.006,83.381,76.267
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Academic,Level 3,3247,3122,2917,2792,2525,89.837,85.987,80.878
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Academic,Level 3,4026,3888,3663,3605,3312,90.984,89.543,85.185
201920,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Academic,Level 3,35746,34990,30993,30051,28252,86.703,84.068,80.743
202021,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Academic,Level 3,32223,31822,28884,28489,27598,89.638,88.412,86.726
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Academic,Level 3,32330,32145,29383,28947,28509,90.885,89.536,88.689
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Academic,Level 3,33845,33633,29901,29372,28943,88.347,86.784,86.055
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Academic,Level 3,34712,34454,29915,29397,28878,86.181,84.688,83.816
201920,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Academic,Level 3,192030,188362,178731,176234,169341,93.075,91.774,89.902
202021,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Academic,Level 3,188647,187298,179020,177780,174804,94.897,94.24,93.329
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Academic,Level 3,194561,193535,186443,185253,183340,95.828,95.216,94.732
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Academic,Level 3,202081,201017,190875,189254,187558,94.455,93.653,93.305
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Academic,Level 3,206324,205299,192474,191141,189035,93.287,92.641,92.078
201920,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Academic,Level 3,2963,2812,2630,2441,1954,88.761,82.383,69.488
202021,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Academic,Level 3,2654,2555,2360,2189,1851,88.922,82.479,72.446
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Academic,Level 3,2562,2485,2261,2099,1822,88.251,81.928,73.32
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Academic,Level 3,2675,2562,2410,2308,2057,90.093,86.28,80.289
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Academic,Level 3,3529,3401,3220,3171,2901,91.244,89.855,85.298
201920,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Academic,Level 3,230739,226164,212354,208726,199547,92.032,90.46,88.231
202021,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Academic,Level 3,223524,221675,210264,208458,204253,94.068,93.26,92.141
202122,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Academic,Level 3,229453,228165,218087,216299,213671,95.046,94.267,93.648
202223,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Academic,Level 3,238601,237212,223186,220934,218558,93.539,92.596,92.136
202324,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Academic,Level 3,244565,243154,225609,223709,220814,92.249,91.472,90.812
201920,Academic year,National,E92000001,England,Final,Sex,Female,Applied general,Level 3,32644,31390,28454,26938,23494,87.165,82.521,74.845
202021,Academic year,National,E92000001,England,Final,Sex,Female,Applied general,Level 3,34931,33012,31564,30707,27380,90.361,87.908,82.94
202122,Academic year,National,E92000001,England,Revised,Sex,Female,Applied general,Level 3,54416,53652,49977,48374,45157,91.842,88.897,84.166
202223,Academic year,National,E92000001,England,Revised,Sex,Female,Applied general,Level 3,55011,54389,47840,45361,41414,86.964,82.458,76.144
202324,Academic year,National,E92000001,England,Revised,Sex,Female,Applied general,Level 3,56044,55246,47617,44765,40802,84.964,79.875,73.855
201920,Academic year,National,E92000001,England,Final,Sex,Male,Applied general,Level 3,28952,27772,25044,23241,20454,86.502,80.274,73.65
